hotel_id,date,available_rooms,occupied_rooms
H022,2025-12-13,48,32
H023,2025-10-04,105,77
H024,2025-12-25,74,55
H025,2025-07-08,112,82
H026,2025-11-12,108,82
H027,2025-09-22,112,82
H028,2025-10-05,72,60
H029,2025-10-09,70,55
H030,2025-10-07,68,55
H031,2025-08-12,104,74
H032,2025-08-21,115,85
H033,2025-09-26,95,72
H034,2025-08-26,100,77
H035,2025-11-26,84,63
H036,2025-09-16,43,35
H037,2025-09-03,67,54
H038,2025-08-16,99,73
H039,2025-08-05,105,79
H040,2025-12-26,40,26
H041,2025-09-15,86,62
H042,2025-12-25,83,61
H043,2025-08-25,68,48
H044,2025-09-09,64,47
H045,2025-09-28,106,80
H046,2025-07-05,75,62
H047,2025-09-14,60,51
H048,2025-08-16,93,73
H049,2025-11-16,58,45
H050,2025-12-25,114,83
H001,2025-10-10,74,52
H002,2025-10-23,71,59
H003,2025-08-07,95,75
H004,2025-10-25,51,44
H005,2025-10-07,71,50
H006,2025-11-11,117,90
H007,2025-07-07,52,42
H008,2025-11-25,93,74
H009,2025-10-08,53,45
H010,2025-11-16,78,55
H011,2025-10-01,59,41
H012,2025-10-25,58,46
H013,2025-12-19,69,57
H014,2025-10-15,41,31
H015,2025-09-18,75,61
H016,2025-09-06,57,45
H017,2025-07-02,106,85
H018,2025-12-04,42,37
H019,2025-08-04,110,83
H020,2025-12-05,88,68
H021,2025-12-12,94,75
H022,2025-12-29,48,35
H023,2025-10-01,105,79
H024,2025-07-24,74,54
H025,2025-10-16,112,81
H026,2025-12-03,108,87
H027,2025-09-29,112,82
H028,2025-10-20,72,50
H029,2025-07-10,70,50
H030,2025-08-05,68,55
H031,2025-10-06,104,80
H032,2025-10-20,115,91
H033,2025-12-02,95,72
H034,2025-11-27,100,72
H035,2025-07-08,84,62
H036,2025-10-30,43,32
H037,2025-08-09,67,47
H038,2025-09-16,99,74
H039,2025-09-24,105,85
H040,2025-12-03,40,28
H041,2025-11-07,86,67
H042,2025-10-07,83,63
H043,2025-09-01,68,54
H044,2025-07-04,64,44
H045,2025-09-29,106,79
H046,2025-08-15,75,57
H047,2025-07-31,60,43
H048,2025-11-05,93,66
H049,2025-12-02,58,42
H050,2025-11-22,114,83
H001,2025-09-28,74,54
H002,2025-10-17,71,54
H003,2025-12-15,95,70
H004,2025-10-26,51,40
H005,2025-08-29,71,53
H006,2025-11-26,117,91
H007,2025-10-07,52,36
H008,2025-08-05,93,74
H009,2025-10-10,53,40
H010,2025-11-15,78,63
H011,2025-12-11,59,48
H012,2025-08-25,58,45
H013,2025-10-03,69,57
H014,2025-10-17,41,29
H015,2025-12-05,75,53
H016,2025-07-28,57,45
H017,2025-08-18,106,83
H018,2025-08-24,42,29
H019,2025-08-28,110,80
H020,2025-08-13,88,65
H021,2025-07-13,94,71
H022,2025-10-21,48,41
H023,2025-09-22,105,84
H024,2025-11-02,74,61
H025,2025-12-20,112,88
H026,2025-09-12,108,84
H027,2025-09-16,112,85
H028,2025-09-05,72,53
H029,2025-10-31,70,50
H030,2025-08-09,68,52
H031,2025-08-30,104,79
H032,2025-09-09,115,85
H033,2025-10-04,95,69
H034,2025-10-16,100,81
H035,2025-09-10,84,62
H036,2025-12-06,43,32
H037,2025-11-17,67,55
H038,2025-08-19,99,79
H039,2025-11-24,105,75
H040,2025-09-17,40,27
H041,2025-07-01,86,68
H042,2025-08-17,83,62
H043,2025-07-11,68,50
H044,2025-07-05,64,50
H045,2025-08-08,106,83
H046,2025-11-28,75,58
H047,2025-12-05,60,46
H048,2025-10-11,93,69
H049,2025-12-14,58,41
H050,2025-11-06,114,86
H001,2025-10-03,74,57
H002,2025-10-16,71,58
H003,2025-08-30,95,67
H004,2025-07-15,51,39
H005,2025-07-15,71,52
H006,2025-10-13,117,86
H007,2025-10-24,52,45
H008,2025-07-08,93,68
H009,2025-07-08,53,37
H010,2025-12-18,78,62
H011,2025-12-11,59,47
H012,2025-10-11,58,42
H013,2025-12-25,69,47
H014,2025-07-21,41,27
H015,2025-09-11,75,53
H016,2025-11-09,57,47
H017,2025-11-10,106,83
H018,2025-07-05,42,29
H019,2025-10-07,110,89
H020,2025-07-20,88,63
H021,2025-08-11,94,69
H022,2025-10-31,48,39
H023,2025-08-14,105,75
H024,2025-07-27,74,60
H025,2025-10-20,112,87
H026,2025-08-03,108,80
H027,2025-08-23,112,84
H028,2025-09-12,72,53
H029,2025-10-20,70,57
H030,2025-08-24,68,55
H031,2025-09-25,104,83
H032,2025-11-18,115,92
H033,2025-07-06,95,71
H034,2025-12-13,100,74
H035,2025-11-01,84,60
H036,2025-10-11,43,37
H037,2025-12-10,67,55
H038,2025-12-07,99,73
H039,2025-11-21,105,83
H040,2025-10-19,40,34
H041,2025-07-15,86,60
H042,2025-09-02,83,67
H043,2025-11-05,68,50
H044,2025-08-02,64,45
H045,2025-10-24,106,80
H046,2025-11-21,75,53
H047,2025-07-19,60,43
H048,2025-10-02,93,70
H049,2025-08-16,58,44
H050,2025-09-23,114,85
H001,2025-11-11,74,56
H002,2025-12-19,71,56
H003,2025-12-15,95,73
H004,2025-09-26,51,37
H005,2025-09-27,71,57
H006,2025-07-23,117,85
H007,2025-08-05,52,43
H008,2025-09-15,93,71
H009,2025-10-06,53,42
H010,2025-12-21,78,56
H011,2025-10-12,59,43
H012,2025-07-09,58,39
H013,2025-12-11,69,48
H014,2025-11-04,41,26
H015,2025-12-02,75,58
H016,2025-12-26,57,48
H017,2025-12-03,106,86
H018,2025-08-02,42,31
H019,2025-09-28,110,79
H020,2025-11-20,88,66
H021,2025-11-02,94,69
H022,2025-10-30,48,39
H023,2025-08-24,105,83
H024,2025-10-22,74,58
H025,2025-09-22,112,81
H026,2025-11-14,108,81
H027,2025-07-28,112,82
H028,2025-11-27,72,54
H029,2025-11-01,70,53
H030,2025-10-08,68,56
H031,2025-10-06,104,82
H032,2025-11-08,115,91
H033,2025-07-23,95,75
H034,2025-10-14,100,80
H035,2025-08-02,84,63
H036,2025-09-05,43,34
H037,2025-07-27,67,49
H038,2025-07-25,99,78
H039,2025-11-15,105,78
H040,2025-11-15,40,33
H041,2025-09-16,86,70
H042,2025-08-28,83,64
H043,2025-11-16,68,48
H044,2025-09-14,64,53
H045,2025-07-16,106,83
H046,2025-08-18,75,57
H047,2025-07-23,60,41
H048,2025-10-21,93,76
H049,2025-07-28,58,42
H050,2025-08-11,114,92
H001,2025-09-15,74,53
H002,2025-10-19,71,51
H003,2025-08-02,95,67
H004,2025-11-04,51,34
H005,2025-12-16,71,50
H006,2025-11-21,117,91
H007,2025-12-10,52,35
H008,2025-09-21,93,73
H009,2025-09-24,53,36
H010,2025-10-29,78,57
H011,2025-07-05,59,49
H012,2025-07-02,58,44
H013,2025-08-12,69,52
H014,2025-07-22,41,32
H015,2025-12-27,75,62
H016,2025-07-10,57,39
H017,2025-07-24,106,82
H018,2025-10-16,42,32
H019,2025-10-07,110,81
H020,2025-10-21,88,68
H021,2025-12-18,94,68
H022,2025-12-09,48,39
H023,2025-10-13,105,77
H024,2025-10-16,74,61
H025,2025-12-05,112,82
H026,2025-10-29,108,85
H027,2025-08-22,112,88
H028,2025-08-12,72,50
H029,2025-12-26,70,51
H030,2025-08-11,68,48
H031,2025-08-04,104,77
H032,2025-08-23,115,90
H033,2025-11-03,95,72
H034,2025-08-04,100,72
H035,2025-07-24,84,68
H036,2025-09-17,43,28
H037,2025-11-07,67,49
H038,2025-10-30,99,72
H039,2025-10-20,105,75
H040,2025-10-04,40,35
H041,2025-11-02,86,66
H042,2025-11-16,83,61
H043,2025-08-08,68,48
H044,2025-10-16,64,44
H045,2025-08-10,106,80
H046,2025-10-06,75,58
H047,2025-07-22,60,41
H048,2025-09-04,93,72
H049,2025-10-30,58,41
H050,2025-12-18,114,88
H001,2025-08-15,74,51
H002,2025-12-07,71,53
H003,2025-10-06,95,75
H004,2025-09-04,51,41
H005,2025-11-21,71,50
H006,2025-12-15,117,94
H007,2025-07-20,52,40
H008,2025-10-24,93,74
H009,2025-12-10,53,41
H010,2025-07-04,78,60
H011,2025-12-09,59,42
H012,2025-07-01,58,43
H013,2025-08-24,69,49
H014,2025-09-30,41,33
H015,2025-09-07,75,56
H016,2025-07-19,57,45
H017,2025-12-03,106,81
H018,2025-09-16,42,35
H019,2025-11-11,110,81
H020,2025-08-16,88,71
H021,2025-08-11,94,69
H022,2025-09-28,48,31
H023,2025-09-03,105,75
H024,2025-10-05,74,56
H025,2025-07-19,112,90
H026,2025-12-03,108,84
H027,2025-08-16,112,88
H028,2025-07-15,72,60
H029,2025-09-07,70,50
H030,2025-09-09,68,51
H031,2025-07-11,104,75
H032,2025-10-13,115,84
H033,2025-07-14,95,67
H034,2025-10-11,100,79
H035,2025-09-23,84,66
H036,2025-10-19,43,34
H037,2025-08-24,67,46
H038,2025-09-05,99,76
H039,2025-11-24,105,79
H040,2025-08-24,40,35
H041,2025-10-21,86,69
H042,2025-11-14,83,59
H043,2025-09-25,68,55
H044,2025-12-16,64,50
H045,2025-10-01,106,79
H046,2025-11-23,75,53
H047,2025-07-22,60,47
H048,2025-08-03,93,75
H049,2025-11-28,58,48
H050,2025-11-08,114,88
H001,2025-12-17,74,51
H002,2025-12-11,71,58
H003,2025-10-25,95,68
H004,2025-10-16,51,40
H005,2025-11-23,71,50
H006,2025-11-20,117,89
H007,2025-07-15,52,43
H008,2025-10-29,93,70
H009,2025-11-20,53,43
H010,2025-10-20,78,64
H011,2025-10-04,59,48
H012,2025-09-27,58,49
H013,2025-12-06,69,53
H014,2025-08-15,41,31
H015,2025-09-12,75,53
H016,2025-12-07,57,38
H017,2025-07-28,106,82
H018,2025-07-22,42,31
H019,2025-11-30,110,89
H020,2025-09-11,88,72
H021,2025-08-25,94,68
H022,2025-09-12,48,31
H023,2025-07-01,105,77
H024,2025-07-13,74,59
H025,2025-07-08,112,80
H026,2025-07-19,108,87
H027,2025-07-16,112,83
H028,2025-08-28,72,51
H029,2025-08-02,70,57
H030,2025-11-24,68,55
H031,2025-11-12,104,84
H032,2025-08-31,115,90
H033,2025-07-12,95,72
H034,2025-12-14,100,73
H035,2025-08-15,84,63
H036,2025-10-04,43,32
H037,2025-10-23,67,46
H038,2025-08-31,99,72
H039,2025-10-16,105,78
H040,2025-07-31,40,31
H041,2025-09-17,86,64
H042,2025-08-26,83,66
H043,2025-07-02,68,50
H044,2025-08-12,64,47
H045,2025-12-06,106,76
H046,2025-12-23,75,55
H047,2025-11-27,60,41
H048,2025-12-13,93,74
H049,2025-12-26,58,39
H050,2025-12-20,114,84
H001,2025-12-25,74,54
H002,2025-11-11,71,59
H003,2025-12-15,95,70
H004,2025-12-09,51,39
H005,2025-09-26,71,49
H006,2025-12-17,117,91
H007,2025-08-21,52,43
H008,2025-10-25,93,73
H009,2025-10-16,53,39
H010,2025-10-05,78,57
H011,2025-08-23,59,50
H012,2025-10-06,58,45
H013,2025-10-01,69,57
H014,2025-09-25,41,36
H015,2025-09-06,75,56
H016,2025-10-11,57,41
H017,2025-08-18,106,76
H018,2025-08-30,42,32
H019,2025-10-15,110,86
H020,2025-10-02,88,64
H021,2025-10-20,94,70
H022,2025-09-22,48,38
H023,2025-11-17,105,84
H024,2025-10-17,74,54
H025,2025-07-18,112,84
H026,2025-12-13,108,85
H027,2025-08-28,112,88
H028,2025-09-11,72,51
H029,2025-09-18,70,52
H030,2025-12-15,68,47
H031,2025-07-19,104,75
H032,2025-12-12,115,90
H033,2025-12-04,95,73
H034,2025-11-14,100,71
H035,2025-09-27,84,64
H036,2025-12-03,43,35
H037,2025-10-18,67,50
H038,2025-07-09,99,71
H039,2025-07-23,105,79
H040,2025-09-25,40,34
H041,2025-10-02,86,69
H042,2025-11-27,83,65
H043,2025-09-14,68,56
H044,2025-12-23,64,49
H045,2025-10-24,106,86
H046,2025-07-21,75,52
H047,2025-07-22,60,51
H048,2025-10-26,93,70
H049,2025-12-10,58,49
H050,2025-11-11,114,82
H001,2025-11-29,74,55
H002,2025-12-09,71,55
H003,2025-09-05,95,68
H004,2025-10-24,51,39
H005,2025-11-07,71,54
H006,2025-07-21,117,93
H007,2025-12-08,52,35
H008,2025-09-13,93,72
H009,2025-10-30,53,45
H010,2025-10-05,78,59
H011,2025-07-17,59,44
H012,2025-09-24,58,41
H013,2025-07-25,69,48
H014,2025-10-30,41,32
H015,2025-12-13,75,56
H016,2025-11-20,57,39
H017,2025-11-12,106,78
H018,2025-12-21,42,33
H019,2025-09-29,110,82
H020,2025-10-03,88,66
H021,2025-11-27,94,68
H022,2025-11-26,48,36
H023,2025-07-30,105,81
H024,2025-08-24,74,58
H025,2025-10-31,112,83
H026,2025-08-04,108,85
H027,2025-09-15,112,81
H028,2025-08-29,72,56
H029,2025-11-15,70,54
H030,2025-11-07,68,55
H031,2025-10-03,104,82
H032,2025-09-01,115,83
H033,2025-09-01,95,68
H034,2025-08-24,100,80
H035,2025-07-22,84,60
H036,2025-12-03,43,35
H037,2025-12-29,67,53
H038,2025-11-12,99,77
H039,2025-10-18,105,80
H040,2025-08-03,40,34
H041,2025-11-27,86,69
H042,2025-08-03,83,58
H043,2025-07-06,68,51
H044,2025-12-07,64,45
H045,2025-08-29,106,76
H046,2025-12-03,75,57
H047,2025-11-17,60,46
H048,2025-07-04,93,68
H049,2025-10-31,58,49
H050,2025-08-31,114,83
H001,2025-11-01,74,55
H002,2025-07-08,71,49
H003,2025-10-03,95,67
H004,2025-08-28,51,38
H005,2025-12-08,71,59
H006,2025-07-27,117,93
H007,2025-12-20,52,35
H008,2025-10-28,93,66
H009,2025-12-30,53,37
H010,2025-10-25,78,58
H011,2025-11-05,59,44
H012,2025-12-02,58,48
H013,2025-09-03,69,47
H014,2025-08-26,41,27
H015,2025-07-04,75,61
H016,2025-10-15,57,39
H017,2025-12-29,106,86
H018,2025-07-09,42,35
H019,2025-09-05,110,88
H020,2025-07-10,88,67
H021,2025-07-20,94,68
H022,2025-11-29,48,31
H023,2025-10-17,105,78
H024,2025-08-16,74,57
H025,2025-07-26,112,83
H026,2025-10-27,108,79
H027,2025-08-01,112,87
H028,2025-10-03,72,51
H029,2025-12-16,70,54
H030,2025-08-27,68,47
H031,2025-07-12,104,78
H032,2025-11-20,115,87
H033,2025-11-14,95,68
H034,2025-08-18,100,80
H035,2025-07-22,84,61
H036,2025-12-16,43,35
H037,2025-07-07,67,54
H038,2025-08-19,99,70
H039,2025-08-09,105,75
H040,2025-07-02,40,28
H041,2025-12-23,86,62
H042,2025-08-02,83,64
H043,2025-11-03,68,51
H044,2025-07-07,64,51
H045,2025-12-02,106,86
H046,2025-11-22,75,58
H047,2025-12-10,60,45
H048,2025-12-17,93,76
H049,2025-09-07,58,39
H050,2025-09-12,114,91
H001,2025-12-13,74,61
H002,2025-11-09,71,49
H003,2025-11-15,95,73
H004,2025-08-27,51,40
H005,2025-09-22,71,51
H006,2025-08-29,117,88
H007,2025-09-16,52,39
H008,2025-12-29,93,76
H009,2025-07-05,53,36
H010,2025-11-29,78,56
H011,2025-08-25,59,43
H012,2025-08-04,58,42
H013,2025-07-11,69,48
H014,2025-08-16,41,33
H015,2025-12-21,75,59
H016,2025-08-08,57,43
H017,2025-10-24,106,83
H018,2025-09-04,42,27
H019,2025-07-27,110,88
H020,2025-09-21,88,64
H021,2025-12-15,94,76
H022,2025-07-05,48,32
H023,2025-10-11,105,75
H024,2025-09-01,74,56
H025,2025-12-03,112,89
H026,2025-07-22,108,87
H027,2025-11-26,112,89
H028,2025-08-04,72,58
H029,2025-10-22,70,56
H030,2025-08-29,68,54
H031,2025-09-20,104,82
H032,2025-07-13,115,84
H033,2025-11-20,95,73
H034,2025-11-30,100,79
H035,2025-07-07,84,63
H036,2025-09-16,43,34
H037,2025-08-24,67,50
H038,2025-12-14,99,72
H039,2025-12-28,105,76
H040,2025-09-18,40,32
H041,2025-10-20,86,70
H042,2025-09-22,83,67
H043,2025-12-15,68,54
H044,2025-09-23,64,44
H045,2025-09-13,106,86
H046,2025-09-07,75,58
H047,2025-11-23,60,47
H048,2025-11-09,93,73
H049,2025-07-08,58,49
H050,2025-08-14,114,88
H001,2025-09-01,74,51
H002,2025-08-21,71,49
H003,2025-08-02,95,71
H004,2025-09-18,51,34
H005,2025-11-09,71,53
H006,2025-11-21,117,84
H007,2025-12-07,52,36
H008,2025-07-17,93,70
H009,2025-10-31,53,44
H010,2025-08-15,78,61
H011,2025-09-11,59,49
H012,2025-08-02,58,41
H013,2025-10-06,69,50
H014,2025-12-21,41,34
H015,2025-07-03,75,59
H016,2025-10-07,57,38
H017,2025-07-08,106,81
H018,2025-07-19,42,27
H019,2025-07-04,110,86
H020,2025-08-08,88,62
H021,2025-09-21,94,67
H022,2025-11-28,48,35
H023,2025-07-13,105,77
H024,2025-09-13,74,53
H025,2025-07-10,112,89
H026,2025-10-04,108,78
H027,2025-10-09,112,86
H028,2025-12-03,72,53
H029,2025-09-07,70,49
H030,2025-07-18,68,55
H031,2025-10-15,104,84
H032,2025-09-09,115,87
H033,2025-07-20,95,68
H034,2025-07-25,100,71
H035,2025-08-14,84,67
H036,2025-08-13,43,30
H037,2025-07-08,67,49
H038,2025-11-22,99,70
H039,2025-11-26,105,79
H040,2025-08-17,40,30
H041,2025-08-09,86,63
H042,2025-08-16,83,62
H043,2025-10-20,68,52
H044,2025-09-25,64,45
H045,2025-12-16,106,83
H046,2025-10-02,75,54
H047,2025-10-11,60,49
H048,2025-11-13,93,71
H049,2025-07-19,58,40
H050,2025-11-12,114,92
H001,2025-08-12,74,59
H002,2025-09-15,71,49
H003,2025-07-05,95,71
H004,2025-10-09,51,40
H005,2025-10-07,71,55
H006,2025-07-16,117,91
H007,2025-08-08,52,45
H008,2025-09-07,93,70
H009,2025-07-22,53,44
H010,2025-10-21,78,56
H011,2025-12-22,59,45
H012,2025-12-30,58,39
H013,2025-07-24,69,48
H014,2025-09-25,41,35
H015,2025-10-18,75,59
H016,2025-10-27,57,47
H017,2025-10-05,106,85
H018,2025-10-28,42,27
H019,2025-07-17,110,88
H020,2025-12-03,88,63
H021,2025-07-10,94,68
H022,2025-10-13,48,39
H023,2025-07-03,105,80
H024,2025-09-14,74,57
H025,2025-09-11,112,81
H026,2025-09-06,108,86
H027,2025-09-19,112,89
H028,2025-07-21,72,52
H029,2025-11-21,70,54
H030,2025-07-16,68,53
H031,2025-08-07,104,84
H032,2025-09-07,115,86
H033,2025-11-10,95,72
H034,2025-08-23,100,73
H035,2025-09-24,84,60
H036,2025-08-13,43,29
H037,2025-12-21,67,52
H038,2025-07-07,99,76
H039,2025-10-13,105,85
H040,2025-10-27,40,30
H041,2025-08-03,86,66
H042,2025-08-05,83,64
H043,2025-10-28,68,47
H044,2025-12-18,64,49
H045,2025-12-29,106,78
H046,2025-10-06,75,57
H047,2025-11-02,60,46
H048,2025-10-16,93,71
H049,2025-08-16,58,42
H050,2025-09-27,114,82
H001,2025-07-10,74,59
H002,2025-10-08,71,56
H003,2025-09-02,95,73
H004,2025-10-01,51,41
H005,2025-12-21,71,51
H006,2025-07-19,117,88
H007,2025-11-07,52,40
H008,2025-07-03,93,74
H009,2025-12-08,53,35
H010,2025-09-01,78,54
H011,2025-12-17,59,49
H012,2025-09-25,58,43
H013,2025-09-28,69,54
H014,2025-08-08,41,27
H015,2025-11-07,75,54
H016,2025-09-12,57,46
H017,2025-12-14,106,84
H018,2025-08-07,42,32
H019,2025-09-03,110,79
H020,2025-12-29,88,62
H021,2025-08-22,94,66
H022,2025-08-02,48,41
H023,2025-09-22,105,78
H024,2025-09-09,74,53
H025,2025-08-31,112,81
H026,2025-11-18,108,85
H027,2025-11-10,112,85
H028,2025-12-05,72,56
H029,2025-09-19,70,50
H030,2025-07-22,68,52
H031,2025-09-16,104,81
H032,2025-09-24,115,86
H033,2025-10-19,95,75
H034,2025-07-30,100,80
H035,2025-12-17,84,59
H036,2025-10-13,43,30
H037,2025-12-28,67,55
H038,2025-09-09,99,73
H039,2025-11-03,105,75
H040,2025-08-24,40,35
H041,2025-12-08,86,68
H042,2025-11-10,83,64
H043,2025-07-07,68,51
H044,2025-08-21,64,45
H045,2025-12-04,106,77
H046,2025-07-14,75,56
H047,2025-12-13,60,45
H048,2025-11-30,93,72
H049,2025-12-27,58,49
H050,2025-08-27,114,91
H001,2025-09-04,74,53
H002,2025-12-26,71,56
H003,2025-07-18,95,71
H004,2025-12-05,51,39
H005,2025-10-05,71,57
H006,2025-09-21,117,94
H007,2025-10-17,52,42
H008,2025-08-10,93,69
H009,2025-11-14,53,39
H010,2025-08-31,78,55
H011,2025-10-09,59,49
H012,2025-10-03,58,39
H013,2025-08-31,69,47
H014,2025-08-04,41,32
H015,2025-09-28,75,59
H016,2025-08-03,57,38
H017,2025-07-15,106,84
H018,2025-11-02,42,36
H019,2025-08-23,110,88
H020,2025-07-28,88,72
H021,2025-09-20,94,70
H022,2025-07-30,48,37
H023,2025-08-01,105,75
H024,2025-11-30,74,61
H025,2025-12-19,112,85
H026,2025-11-05,108,79
H027,2025-11-30,112,82
H028,2025-09-11,72,55
H029,2025-10-04,70,51
H030,2025-11-20,68,50
H031,2025-10-19,104,74
H032,2025-07-29,115,92
H033,2025-12-14,95,71
H034,2025-09-23,100,74
H035,2025-08-24,84,67
H036,2025-12-18,43,35
H037,2025-11-21,67,55
H038,2025-08-07,99,74
H039,2025-08-16,105,82
H040,2025-08-09,40,34
H041,2025-07-25,86,67
H042,2025-12-03,83,64
H043,2025-07-16,68,57
H044,2025-08-22,64,53
H045,2025-12-23,106,77
H046,2025-07-27,75,57
H047,2025-11-30,60,42
H048,2025-08-11,93,67
H049,2025-11-19,58,41
H050,2025-08-31,114,84
H001,2025-12-24,74,54
H002,2025-07-12,71,58
H003,2025-10-12,95,70
H004,2025-11-07,51,35
H005,2025-08-03,71,53
H006,2025-08-28,117,84
H007,2025-07-01,52,45
H008,2025-11-24,93,71
H009,2025-12-13,53,42
H010,2025-07-09,78,60
H011,2025-11-03,59,50
H012,2025-12-17,58,43
H013,2025-12-01,69,48
H014,2025-09-06,41,32
H015,2025-10-05,75,57
H016,2025-07-22,57,47
H017,2025-10-22,106,82
H018,2025-09-02,42,29
H019,2025-08-27,110,89
H020,2025-09-14,88,68
H021,2025-08-13,94,69
H022,2025-11-04,48,34
H023,2025-12-12,105,82
H024,2025-09-19,74,51
H025,2025-07-12,112,90
H026,2025-07-19,108,85
H027,2025-12-23,112,90
H028,2025-12-24,72,60
H029,2025-08-17,70,56
H030,2025-09-14,68,51
H031,2025-12-11,104,77
H032,2025-08-20,115,91
H033,2025-12-27,95,68
H034,2025-09-03,100,80
H035,2025-09-02,84,69
H036,2025-09-22,43,31
H037,2025-10-02,67,46
H038,2025-11-16,99,71
H039,2025-07-16,105,82
H040,2025-12-22,40,29
H041,2025-08-08,86,68
H042,2025-09-18,83,68
H043,2025-07-31,68,56
H044,2025-07-04,64,49
H045,2025-11-09,106,76
H046,2025-09-18,75,58
H047,2025-11-12,60,50
H048,2025-12-24,93,74
H049,2025-08-10,58,45
H050,2025-09-20,114,90
H001,2025-07-22,74,58
H002,2025-12-04,71,59
H003,2025-08-14,95,68
H004,2025-11-19,51,40
H005,2025-10-22,71,55
H006,2025-08-24,117,84
H007,2025-11-08,52,44
H008,2025-08-09,93,75
H009,2025-11-07,53,43
H010,2025-09-29,78,61
H011,2025-12-23,59,50
H012,2025-12-23,58,46
H013,2025-11-10,69,55
H014,2025-08-19,41,36
H015,2025-10-31,75,54
H016,2025-08-09,57,40
H017,2025-12-06,106,77
H018,2025-09-11,42,31
H019,2025-11-25,110,81
H020,2025-08-22,88,71
H021,2025-09-07,94,75
H022,2025-10-21,48,33
H023,2025-11-25,105,82
H024,2025-12-17,74,60
H025,2025-09-04,112,88
H026,2025-09-25,108,86
H027,2025-07-20,112,88
H028,2025-07-11,72,52
H029,2025-11-12,70,49
H030,2025-11-16,68,53
H031,2025-12-13,104,84
H032,2025-08-29,115,82
H033,2025-11-07,95,73
H034,2025-09-16,100,81
H035,2025-08-08,84,69
H036,2025-11-16,43,31
H037,2025-07-02,67,47
H038,2025-12-17,99,77
H039,2025-10-05,105,84
H040,2025-11-08,40,35
H041,2025-11-13,86,65
H042,2025-10-26,83,68
H043,2025-08-14,68,56
H044,2025-09-06,64,50
H045,2025-10-18,106,76
H046,2025-12-14,75,59
H047,2025-07-06,60,42
H048,2025-09-02,93,74
H049,2025-10-06,58,43
H050,2025-12-16,114,89
H001,2025-07-28,74,61
H002,2025-11-03,71,54
H003,2025-08-17,95,73
H004,2025-10-04,51,34
H005,2025-07-14,71,55
H006,2025-11-10,117,90
H007,2025-10-28,52,41
H008,2025-07-15,93,72
H009,2025-07-25,53,45
H010,2025-12-02,78,64
H011,2025-09-05,59,48
H012,2025-11-03,58,47
H013,2025-09-09,69,54
H014,2025-07-20,41,33
H015,2025-08-26,75,60
H016,2025-11-25,57,43
H017,2025-07-06,106,77
H018,2025-08-16,42,31
H019,2025-10-09,110,81
H020,2025-07-23,88,69
H021,2025-09-18,94,75
H022,2025-07-16,48,39
H023,2025-08-09,105,80
H024,2025-08-12,74,53
H025,2025-07-22,112,80
H026,2025-11-18,108,85
H027,2025-12-18,112,83
H028,2025-07-10,72,52
H029,2025-10-19,70,53
H030,2025-12-26,68,51
H031,2025-10-24,104,80
H032,2025-07-08,115,84
H033,2025-08-20,95,72
H034,2025-08-13,100,79
H035,2025-11-27,84,59
H036,2025-11-23,43,29
H037,2025-10-16,67,54
H038,2025-12-21,99,72
H039,2025-11-01,105,85
H040,2025-10-29,40,31
H041,2025-11-23,86,66
H042,2025-11-23,83,68
H043,2025-09-21,68,52
H044,2025-07-07,64,51
H045,2025-09-10,106,86
H046,2025-11-02,75,60
H047,2025-10-22,60,43
H048,2025-10-26,93,69
H049,2025-08-11,58,42
H050,2025-12-25,114,92
H001,2025-10-28,74,55
H002,2025-08-02,71,52
H003,2025-12-25,95,71
H004,2025-09-08,51,43
H005,2025-07-14,71,53
H006,2025-11-07,117,91
H007,2025-12-25,52,45
H008,2025-10-21,93,73
H009,2025-09-29,53,42
H010,2025-08-04,78,57
H011,2025-07-02,59,45
H012,2025-09-08,58,48
H013,2025-10-22,69,54
H014,2025-10-28,41,35
H015,2025-09-17,75,60
H016,2025-07-09,57,43
H017,2025-10-03,106,81
H018,2025-10-08,42,32
H019,2025-07-02,110,83
H020,2025-08-30,88,68
H021,2025-09-22,94,76
H022,2025-07-03,48,33
H023,2025-09-28,105,78
H024,2025-10-30,74,59
H025,2025-07-24,112,88
H026,2025-07-07,108,84
H027,2025-12-17,112,84
H028,2025-09-29,72,58
H029,2025-10-22,70,52
H030,2025-08-23,68,54
H031,2025-12-18,104,84
H032,2025-07-26,115,87
H033,2025-07-08,95,75
H034,2025-11-02,100,73
H035,2025-07-07,84,60
H036,2025-10-09,43,38
H037,2025-08-12,67,50
H038,2025-07-15,99,80
H039,2025-10-11,105,75
H040,2025-10-29,40,30
H041,2025-08-13,86,64
H042,2025-07-20,83,63
H043,2025-12-21,68,48
H044,2025-09-16,64,53
H045,2025-10-23,106,76
H046,2025-08-18,75,54
H047,2025-12-16,60,45
H048,2025-12-13,93,68
H049,2025-11-21,58,48
H050,2025-11-21,114,91
H001,2025-12-16,74,61
H002,2025-10-28,71,54
H003,2025-08-02,95,73
H004,2025-10-15,51,39
H005,2025-11-27,71,54
H006,2025-08-14,117,86
H007,2025-10-13,52,40
H008,2025-07-22,93,66
H009,2025-10-15,53,43
H010,2025-09-01,78,60
H011,2025-07-26,59,48
H012,2025-07-21,58,49
H013,2025-11-23,69,49
H014,2025-07-21,41,33
H015,2025-09-09,75,56
H016,2025-10-27,57,38
H017,2025-12-06,106,78
H018,2025-08-14,42,37
H019,2025-11-10,110,82
